ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
futurecolliders,2026-07-15,2026-07-15,16,5.344444444444444,11.033333333333333,3.6858237547892716,2.231451724913129,6.29,1004.0958333333338,87
KOTO,2026-07-26,2026-07-31,29,5.197777777777778,10.95,1.591156462585034,1.3460731197709828,2.795,1000.2552777777773,196
