ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
xenon,2026-07-20,2026-07-20,20,1613.0252777777778,42.53333333333333,10.007394960879605,7.962203791604706,20.913333333333334,1000.0761111111099,9671
futurecolliders,2026-06-29,2026-07-03,17,126.5325,24.333333333333332,4.437142022209234,3.941687564042519,11.2,1005.7422222222208,1711
