ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
futurecolliders,2026-04-22,2026-04-22,27,14276.253611111111,55.85,31.736762381128813,14.614821755233859,51.333333333333336,1000.0169444444506,26990
futurecolliders,2026-04-08,2026-04-08,15,2819.367222222222,62.18333333333333,34.87157974300831,15.168063963537012,53.81666666666667,1000.5722222222178,4851
xenon,2026-04-15,2026-04-16,22,204.3347222222222,158.2,16.863938560293445,32.66712518840909,73.73333333333333,1011.0230555555556,727
