Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
maplewen,UCMerced_Han,2021-05-10,2021-05-10,16,251.8436111111111,1000.9702777777776,335
tylern,"SC_Gothe,CLAS12",2021-05-20,2021-05-27,33,10.108055555555556,1001.0324999999998,250
ckc,eht,2021-05-16,2021-05-16,25,34.36944444444445,1003.0438888888891,620
mclauchc,SC_Gothe,2021-05-10,2021-05-13,21,36.05277777777778,1002.1572222222222,459
zackmweinstein,UCBerkeley_Altman,2021-05-19,2021-05-19,16,729.8138888888889,1000.5277777777756,2340
achapp,BiostatsChapple,2021-05-07,2021-05-07,15,20.164444444444445,1000.1983333333332,275
anushd,EvolSims,2021-05-18,2021-05-27,23,366.4838888888889,1000.2086111111106,2128
nishantpanicker,BiomedInfo,2021-05-05,2021-05-05,15,69.52333333333333,1001.1155555555545,1814
mzeng,UCSD_YZYou,2021-05-23,2021-05-23,15,78.87944444444445,1220.2727777777777,2
chunshen1987,WSU_3DHydro,2021-05-16,2021-05-25,21,75.85555555555555,1006.5880555555557,53
bastodian,Guam_Bentlage,2021-05-17,2021-05-18,26,20312.2075,1000.0058333333174,49817
yangpink,EvolSims,2021-05-04,2021-05-07,16,663.1577777777778,1000.9952777777778,1024
yangpink,EvolSims,2021-06-01,2021-06-01,22,1995.9991666666667,1000.2572222222204,1469
ghutchis,chemml,2021-05-10,2021-05-11,22,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,26,440.1797222222222,1000.330833333334,943
pameyer,SBGrid,2021-05-19,2021-05-21,32,178.14,1000.0397222222485,39320
victor_gonzalez,WayneStateU_Pruneau,2021-05-31,2021-06-01,43,4.238611111111111,1001.6977777777778,29
