Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
achapp,BiostatsChapple,2021-05-07,2021-05-07,17,20.164444444444445,1000.198333333333,275
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
tylern,"CLAS12,SC_Gothe",2021-05-20,2021-05-27,33,10.108055555555556,1001.0324999999997,250
maplewen,UCMerced_Han,2021-05-10,2021-05-10,18,251.8436111111111,1000.9702777777776,335
zackmweinstein,UCBerkeley_Altman,2021-05-11,2021-05-12,15,125.85138888888889,1001.2775000000012,687
ckc,eht,2021-05-16,2021-05-16,29,34.36944444444445,1003.0438888888891,620
mclauchc,SC_Gothe,2021-05-10,2021-05-13,25,36.05277777777778,1002.1572222222222,459
anushd,EvolSims,2021-05-04,2021-05-24,27,138.76611111111112,1000.136666666669,1372
nishantpanicker,BiomedInfo,2021-05-05,2021-05-05,19,69.52333333333333,1001.1155555555545,1814
mzeng,UCSD_YZYou,2021-05-14,2021-05-18,17,57.28638888888889,1325.673611111111,3
chunshen1987,WSU_3DHydro,2021-04-29,2021-04-29,15,12.613888888888889,1004.1727777777774,197
bastodian,Guam_Bentlage,2021-04-30,2021-04-30,16,24057.56027777778,1000.0052777778144,134460
yangpink,EvolSims,2021-05-04,2021-05-07,20,663.1577777777778,1000.9952777777778,1024
ghutchis,chemml,2021-05-10,2021-05-11,26,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,30,440.1797222222222,1000.330833333334,943
pameyer,SBGrid,2021-05-19,2021-05-21,36,178.14,1000.0397222222485,39320
