ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
futurecolliders,2026-04-04,2026-04-04,36,19131.466666666667,69.31666666666666,31.876923076923074,24.461161776603596,64.23333333333333,1000.0308333333185,36010
futurecolliders,2026-04-08,2026-04-08,36,2819.367222222222,62.18333333333333,34.87157974300831,15.168063963537012,53.81666666666667,1000.5722222222178,4851
