Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
zackmweinstein,UCBerkeley_Altman,2021-05-19,2021-05-19,15,729.8133333333334,1000.1652777777755,2340
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
TimtheTyrant,UCSD_Rappel,2021-06-02,2021-06-02,15,5.633055555555556,1002.7502777777776,188
cgomes02,Tufts_Hempstead,2021-05-21,2021-06-02,26,9847.506944444445,1000.8055555555511,4422
tylern,"SC_Gothe,CLAS12",2021-05-20,2021-05-27,33,10.108055555555556,1001.0324999999997,250
alyons18,MIT_Choi,2021-06-01,2021-06-02,39,18.01,1009.4438888888877,564
anushd,EvolSims,2021-05-18,2021-05-27,20,366.4838888888889,1000.2086111111107,2128
mzeng,UCSD_YZYou,2021-05-31,2021-06-03,17,81.09222222222222,1733.3294444444446,2
maplewen,UCMerced_Han,2021-05-10,2021-05-10,15,251.8436111111111,1000.9702777777776,335
chunshen1987,WSU_3DHydro,2021-05-19,2021-05-25,18,76.96472222222222,1003.0680555555555,82
ckc,eht,2021-05-16,2021-05-16,23,34.36944444444445,1003.0438888888891,620
bastodian,Guam_Bentlage,2021-05-17,2021-05-18,23,20313.005555555555,1000.0166666666508,49818
yangpink,EvolSims,2021-05-10,2021-05-12,16,0.16833333333333333,1091.201111111111,6
yangpink,EvolSims,2021-06-01,2021-06-01,19,1995.9991666666667,1000.2572222222205,1469
mclauchc,SC_Gothe,2021-05-10,2021-05-13,19,36.05277777777778,1002.1572222222222,459
ghutchis,chemml,2021-05-10,2021-05-11,19,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,23,440.1797222222222,1000.330833333334,943
pameyer,SBGrid,2021-05-19,2021-05-21,29,178.1425,1000.0472222222486,39321
vbondar,PainDrugs,2021-05-22,2021-06-03,42,29.883055555555554,1000.4944444444448,407
rcoronel,g4PSI,2021-05-26,2021-06-03,40,67.97305555555556,1000.6722222222204,783
victor_gonzalez,WayneStateU_Pruneau,2021-05-31,2021-06-01,40,4.238611111111111,1001.6977777777778,29
