Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
alyons18,MIT_Choi,2021-04-11,2021-04-12,30,328.8905555555556,1001.0427777777786,1053
cgomes02,Tufts_Hempstead,2021-03-24,2021-03-25,17,8149.071944444445,1001.0980555555277,15592
nishantpanicker,BiomedInfo,2021-03-24,2021-03-25,15,15.67388888888889,1000.5300000000001,364
TimtheTyrant,UCSD_Rappel,2021-03-24,2021-03-27,18,22.125555555555554,1001.6330555555569,369
maplewen,UCMerced_Han,2021-04-05,2021-04-05,27,164.32916666666668,1000.1036111111107,672
vdiogo,psychosisfmri,2021-03-30,2021-03-30,16,7.035,1002.8644444444441,55
jeinck,Michigan_Brines,2021-03-25,2021-03-28,15,262.4169444444444,1005.4711111111109,180
victor_gonzalez,WayneStateU_Pruneau,2021-04-01,2021-04-05,17,27.836111111111112,1012.3422222222221,16
oshaughn,CompBinFormMod,2021-04-17,2021-04-17,33,5.657777777777778,1002.5841666666666,171
achapp,BiostatsChapple,2021-03-31,2021-03-31,15,19.816111111111113,1003.0375000000001,389
valetov,LancasterPPS,2021-03-28,2021-03-29,18,15.716666666666667,1001.3208333333333,258
kneupane,CLAS12,2021-03-22,2021-03-22,16,75.11555555555556,1006.2772222222223,116
kvarela,SSGAforCSP,2021-03-22,2021-03-25,16,213.81861111111112,1000.108888888884,7546
stranda,holosim,2021-03-24,2021-03-24,18,270.62611111111113,1000.4175000000002,863
MinLinUConn,UConn_Zhang,2021-03-25,2021-03-27,19,1749.891111111111,1000.0872222222222,14073
amoral70,DemoSims,2021-03-26,2021-03-27,20,9.589166666666667,1009.4444444444445,91
ch4mi,g4PSI,2021-04-02,2021-04-04,27,336.77694444444444,1001.2141666666657,1854
howardjp,COVID19_JHU_Howard,2021-04-08,2021-04-08,33,368.31166666666667,1000.355000000001,1404
npcooley,BiomedInfo,2021-04-12,2021-04-13,37,14.768333333333333,1003.1561111111118,187
