Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
TimtheTyrant,UCSD_Rappel,2021-06-02,2021-06-02,15,5.633055555555556,1002.7502777777776,188
zackmweinstein,UCBerkeley_Altman,2021-05-19,2021-05-19,15,729.8133333333334,1000.1652777777756,2340
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
tylern,"CLAS12,SC_Gothe",2021-05-20,2021-05-27,33,10.00361111111111,1002.6652777777775,248
cgomes02,Tufts_Hempstead,2021-05-21,2021-06-02,27,9847.506944444445,1002.2163888888845,4422
alyons18,MIT_Choi,2021-06-01,2021-06-02,40,18.01,1009.4438888888878,564
anushd,EvolSims,2021-05-18,2021-05-27,21,366.4838888888889,1000.2086111111107,2128
mzeng,UCSD_YZYou,2021-05-27,2021-05-27,15,79.13333333333334,1392.408611111111,2
maplewen,UCMerced_Han,2021-05-10,2021-05-10,16,251.8436111111111,1000.9702777777776,335
chunshen1987,WSU_3DHydro,2021-05-16,2021-05-25,19,75.85555555555555,1006.5880555555557,53
ckc,eht,2021-05-16,2021-05-16,24,34.22277777777778,1000.2794444444445,619
bastodian,Guam_Bentlage,2021-05-17,2021-05-18,24,20312.2075,1000.0058333333174,49817
yangpink,EvolSims,2021-05-10,2021-05-12,17,0.16833333333333333,1091.201111111111,6
yangpink,EvolSims,2021-06-01,2021-06-01,19,1995.9991666666667,1000.2572222222205,1469
mclauchc,SC_Gothe,2021-05-10,2021-05-13,20,36.05277777777778,1002.1572222222222,459
ghutchis,chemml,2021-05-10,2021-05-11,20,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,24,441.16,1001.3111111111117,944
pameyer,SBGrid,2021-05-19,2021-05-21,30,178.14,1000.0397222222485,39320
victor_gonzalez,WayneStateU_Pruneau,2021-05-31,2021-06-01,41,4.238611111111111,1001.6977777777778,29
