Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
tylern,"SC_Gothe,CLAS12",2021-05-20,2021-05-27,33,10.108055555555556,1001.0324999999997,250
zackmweinstein,UCBerkeley_Altman,2021-05-11,2021-05-12,15,125.85138888888889,1001.2775000000012,687
achapp,BiostatsChapple,2021-05-07,2021-05-07,18,20.164444444444445,1000.1983333333332,275
maplewen,UCMerced_Han,2021-05-10,2021-05-10,19,251.8436111111111,1000.9702777777776,335
ckc,eht,2021-04-29,2021-04-30,15,976.2658333333334,1002.2488888888886,1785
ckc,eht,2021-05-16,2021-05-16,15,34.22277777777778,1000.2794444444445,619
mclauchc,SC_Gothe,2021-05-10,2021-05-13,26,36.05277777777778,1002.1572222222222,459
anushd,EvolSims,2021-05-04,2021-05-24,28,138.76611111111112,1000.1366666666688,1372
nishantpanicker,BiomedInfo,2021-05-05,2021-05-05,20,69.69333333333333,1000.4499999999991,1818
mzeng,UCSD_YZYou,2021-05-14,2021-05-18,18,57.28638888888889,1325.673611111111,3
chunshen1987,WSU_3DHydro,2021-04-29,2021-04-29,16,12.492777777777778,1001.9661111111108,196
bastodian,Guam_Bentlage,2021-04-30,2021-04-30,17,24057.56027777778,1000.0052777778144,134460
yangpink,EvolSims,2021-05-04,2021-05-07,21,663.1577777777778,1000.9952777777778,1024
ghutchis,chemml,2021-05-10,2021-05-11,27,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,31,440.1797222222222,1000.330833333334,943
pameyer,SBGrid,2021-05-19,2021-05-21,37,178.1425,1000.0472222222486,39321
