ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
futurecolliders,2026-04-22,2026-04-22,24,14276.253611111111,55.85,31.736762381128813,14.614821755233859,51.333333333333336,1000.0169444444506,26990
futurecolliders,2026-04-23,2026-04-23,15,3307.603888888889,62.7,39.0584989831398,14.943037562558146,58.36666666666667,1000.2502777777758,5081
xenon,2026-04-15,2026-04-16,19,204.3347222222222,158.2,16.863938560293445,32.66712518840909,73.73333333333333,1011.0230555555556,727
