Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
maplewen,UCMerced_Han,2021-05-10,2021-05-10,19,251.8436111111111,1000.9702777777776,335
zackmweinstein,UCBerkeley_Altman,2021-05-11,2021-05-12,16,125.85138888888889,1001.2775000000012,687
achapp,BiostatsChapple,2021-05-07,2021-05-07,19,20.164444444444445,1000.1983333333332,275
kvarela,SSGAforCSP,2021-04-29,2021-04-30,15,106.16583333333334,1007.0599999999905,3089
ckc,eht,2021-04-29,2021-04-30,16,976.2658333333334,1002.2488888888886,1785
ckc,eht,2021-05-16,2021-05-16,15,34.36944444444445,1003.0438888888891,620
mclauchc,SC_Gothe,2021-05-10,2021-05-13,27,36.05277777777778,1002.1572222222222,459
cgomes02,Tufts_Hempstead,2021-04-30,2021-04-30,15,1.6622222222222223,1017.4824999999995,52
anushd,EvolSims,2021-04-29,2021-04-30,15,35.536944444444444,1072.7791666666667,9
nishantpanicker,BiomedInfo,2021-05-05,2021-05-05,21,69.52333333333333,1001.1155555555545,1814
mzeng,UCSD_YZYou,2021-05-08,2021-05-09,15,73.11666666666666,1103.7927777777777,4
chunshen1987,WSU_3DHydro,2021-04-29,2021-04-29,17,12.613888888888889,1004.1727777777772,197
bastodian,Guam_Bentlage,2021-04-30,2021-04-30,18,24057.56027777778,1000.0052777778144,134460
yangpink,EvolSims,2021-05-04,2021-05-07,22,663.1577777777778,1000.9952777777778,1024
ghutchis,chemml,2021-05-10,2021-05-11,28,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,32,441.16,1001.3111111111117,944
pameyer,SBGrid,2021-05-19,2021-05-21,38,178.1425,1000.0472222222486,39321
