Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
miazsanborn,EvolSims,2025-07-26,2025-07-26,15,0.25305555555555553,5.833333333333333,5.061111111111112,1.2944682878109253,5.863333333333333,1050.8069444444445,3
xywu,WSU_3DHydro,2025-07-29,2025-07-29,16,3200.1780555555556,26.916666666666668,11.340776288071192,6.472159158215901,22.483333333333334,1000.0597222222198,16931
vsoni11,DemoSims,2025-07-30,2025-07-30,34,4218.8575,751.25,24.563944687045126,24.332168258338392,34.766666666666666,1000.0213888888953,10305
gpihan,WSU_3DHydro,2025-07-21,2025-07-21,23,25.995,5.316666666666666,2.327910447761194,1.031954789642502,3.7,1001.8461111111116,670
monica_wannnn,EvolSims,2025-07-30,2025-08-02,36,2346.4069444444444,28.5,6.120263298989986,3.34959100630406,11.216666666666667,1000.5116666666661,23003
zhichenzhao,UCSD_Xu,2025-07-19,2025-07-19,15,32.70611111111111,9.65,5.318066847335141,2.6797508485405115,8.166666666666666,1001.4022222222225,369
zihangw,EvolSims,2025-07-30,2025-07-30,29,671.2841666666667,9.383333333333333,6.287394630034343,2.039067693925522,8.9,1004.7597222222245,6406
lekhraj,USD_PHYS733,2025-07-21,2025-07-28,22,2654.3675,28.5,15.518079508915521,7.709954866484241,25.166666666666668,1000.0161111111221,10263
sgdlab,UMontana_Roy,2025-07-15,2025-07-16,21,9246.890555555556,1210.2,17.059634503823055,9.832525181823659,26.8,1000.0169444444547,32522
zackmweinstein,UCBerkeley_Altman,2025-07-15,2025-07-15,15,473.7936111111111,19.783333333333335,8.833939299772116,5.195117673169547,16.533333333333335,1000.1369444444439,3218
tuos,Vanderbilt_Paquet,2025-07-23,2025-07-23,15,1.6469444444444445,12.133333333333333,5.8127450980392155,2.815455418877428,11.826666666666666,1029.0358333333331,17
shishirphy,UMontana_Roy,2025-07-26,2025-07-26,15,110.28027777777778,2324.8,4.646640917602996,61.53281401801291,4.166666666666667,1000.3669444444421,1424
rahmans1,ePIC,2025-07-19,2025-07-19,16,49.871944444444445,18.016666666666666,8.69859496124031,4.701444800919579,16.566666666666666,1004.405833333333,344
yang,Pitt_Han,2025-08-03,2025-08-03,17,12.676666666666666,3.65,1.2935374149659864,0.5700916935111227,2.1016666666666666,1001.420555555556,588
rafat,UMontana_Roy,2025-07-19,2025-07-19,16,1.6472222222222221,98.83333333333333,98.83333333333333,0.0,0.0,2833.2533333333336,1
dfernando,CompBinFormMod,2025-07-12,2025-07-23,21,8.618333333333334,184.66666666666666,36.93571428571429,64.98965988009856,180.65833333333333,1271.0933333333332,14
jiyueqin,UCSD_Xu,2025-07-24,2025-07-24,17,53.806111111111115,147.96666666666667,4.490078813166435,11.345962146044226,5.583333333333333,1000.9505555555555,719
wenbin,WSU_3DHydro,2025-07-30,2025-07-30,15,93.24,135.95,6.781090909090909,8.24855831576138,10.283333333333333,1000.1955555555566,825
zrosenb,CompBinFormMod,2025-07-15,2025-07-20,18,3.6225,8.033333333333333,2.4982758620689656,2.1542249133455873,6.916666666666667,1000.2533333333334,87
tangyicheng2017,PixleyLab,2025-08-03,2025-08-03,26,4436.598333333333,39.016666666666666,22.86317100403676,9.1649478976366,34.13333333333333,1000.0783333333337,11643
ahl,BiomedInfo,2025-07-17,2025-07-17,19,396.75444444444446,26.95,9.918861111111111,7.206775761506021,19.016666666666666,1000.4813888888892,2400
ethanmar,futurecolliders,2025-07-20,2025-07-20,20,2533.328611111111,67.21666666666667,31.51559541087843,24.263607857369458,62.266666666666666,1000.1563888888896,4823
izabela05,Purdue_Sharma,2025-07-12,2025-07-22,26,37710.16805555556,10156.233333333334,340.7032198966019,1808.212257207125,20.783333333333335,1005.5866666666434,6641
msahadot97,UMontana_Roy,2025-07-23,2025-07-23,15,5028.803888888889,2292.8,24.556704918477525,110.84341288807664,25.09,1000.2172222222147,12287
uditvarma24,PixleyLab,2025-07-10,2025-07-10,16,13958.791388888889,55.0,34.87227727581852,12.963719070053031,50.55,1000.0480555555628,24017
sarosboro,CompBinFormMod,2025-07-08,2025-07-10,15,2344.1141666666667,75.0,6.667307418819626,4.985847513115605,13.616666666666667,1000.0136111111107,21095
naveenkumar,WSU_3DHydro,2025-07-08,2025-07-24,24,13.038055555555555,6.783333333333333,1.3581307870370372,0.9383879472691337,2.8,1000.398055555556,576
jvonderheyde,UCF_Kara,2025-07-10,2025-07-10,17,3418.5480555555555,4780.05,406.9700066137566,622.6147596061053,928.45,1005.7969444444442,504
ahoerter,TG-MED220017,2025-07-10,2025-07-10,17,158.81972222222223,6.5,3.997140659955257,0.9773902731975104,5.55,1000.2611111111103,2384
sherlyn_weng,UCSD_Knight,2025-07-10,2025-07-10,17,154.09805555555556,312.6666666666667,94.34574829931972,103.47646273836001,268.80333333333334,1020.2500000000001,98
yuw079,UCSD_Xu,2025-07-16,2025-07-16,23,572.4922222222223,28.766666666666666,6.5866794503036115,3.4986758474230486,12.133333333333333,1000.0380555555549,5215
akbarovic,WSU_3DHydro,2025-07-16,2025-07-16,23,23.545833333333334,10.183333333333334,3.2035147392290253,1.595151149339564,5.716666666666667,1002.7694444444445,441
anushd,EvolSims,2025-07-16,2025-07-16,23,565.0852777777778,5.2,3.2629310621371057,0.8010771172733816,4.5,1000.0366666666657,10391
shafayetrahat,UMontana_Roy,2025-07-17,2025-07-26,31,389.7969444444444,21.383333333333333,3.3169503143762116,2.8123791556753592,7.733333333333333,1000.1072222222175,7051
