ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
futurecolliders,2026-06-24,2026-06-25,15,1181.661388888889,188.0,39.564555431547625,65.39824493449323,171.46833333333333,1000.2538888888894,1792
