Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
achapp,BiostatsChapple,2021-05-07,2021-05-07,17,20.164444444444445,1000.1983333333332,275
maplewen,UCMerced_Han,2021-05-10,2021-05-10,17,251.8436111111111,1000.9702777777776,335
tylern,"SC_Gothe,CLAS12",2021-05-20,2021-05-27,33,10.108055555555556,1001.0324999999997,250
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
zackmweinstein,UCBerkeley_Altman,2021-05-16,2021-05-19,17,483.0366666666667,1000.3869444444466,2112
ckc,eht,2021-05-16,2021-05-16,28,34.22277777777778,1000.2794444444445,619
mclauchc,SC_Gothe,2021-05-10,2021-05-13,24,36.05277777777778,1002.1572222222222,459
anushd,EvolSims,2021-05-18,2021-05-27,26,366.4838888888889,1000.2086111111107,2128
nishantpanicker,BiomedInfo,2021-05-05,2021-05-05,18,69.52333333333333,1001.1155555555545,1814
mzeng,UCSD_YZYou,2021-05-18,2021-05-18,16,38.50972222222222,1004.8433333333334,2
chunshen1987,WSU_3DHydro,2021-05-10,2021-05-25,24,75.28527777777778,1005.8488888888892,40
bastodian,Guam_Bentlage,2021-04-30,2021-04-30,15,24057.56027777778,1000.0052777778144,134460
yangpink,EvolSims,2021-05-04,2021-05-07,19,663.1577777777778,1000.9952777777778,1024
ghutchis,chemml,2021-05-10,2021-05-11,25,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,29,440.1797222222222,1000.330833333334,943
pameyer,SBGrid,2021-05-19,2021-05-21,35,178.1425,1000.0472222222486,39321
