ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
futurecolliders,2026-08-24,2026-09-18,30,74.28111111111112,883.5833333333334,28.56965811965812,106.15169743875825,41.115,1016.5736111111113,156
futurecolliders,2026-09-04,2026-09-11,31,22.73,38.5,5.433466135458167,8.594334437682623,22.25,1007.1750000000003,251
