Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
chunshen1987,WSU_3DHydro,2021-04-29,2021-04-29,20,12.492777777777778,1001.9661111111108,196
cgomes02,Tufts_Hempstead,2021-04-30,2021-04-30,19,1.6622222222222223,1017.4824999999995,52
kvarela,SSGAforCSP,2021-04-27,2021-04-27,16,0.024444444444444446,3445.4622222222224,1
yangpink,EvolSims,2021-05-04,2021-05-07,27,663.1577777777778,1000.9952777777778,1024
nishantpanicker,BiomedInfo,2021-04-26,2021-05-05,28,219.12555555555556,1000.3766666666708,2529
maplewen,UCMerced_Han,2021-04-27,2021-04-27,15,91.34388888888888,1000.5500000000005,619
golmoham,SourceCoding,2021-05-13,2021-05-13,22,456.2608333333333,1000.291388888886,2581
tuxino,REDTOP,2021-04-26,2021-04-26,15,16.785,1006.4916666666669,314
zackmweinstein,UCBerkeley_Altman,2021-05-11,2021-05-12,24,125.85138888888889,1001.277500000001,687
achapp,BiostatsChapple,2021-05-07,2021-05-07,27,20.164444444444445,1000.1983333333332,275
dananjaya,OSURHIT,2021-04-21,2021-04-23,15,2580.4791666666665,1000.1033333333394,14804
parabola505,UMCES_Fitzpatrick,2021-04-20,2021-04-22,15,43.319722222222225,1007.9027777777778,393
jzorn,PSU_Chen,2021-04-23,2021-04-26,17,62.41861111111111,1000.195833333332,1042
ckc,eht,2021-04-19,2021-04-30,24,973.9283333333333,1000.1244444444443,1838
ckc,eht,2021-05-16,2021-05-16,15,34.22277777777778,1000.2794444444445,619
mclauchc,SC_Gothe,2021-04-19,2021-05-13,35,36.11555555555555,1002.2419444444444,461
kneupane,CLAS12,2021-04-20,2021-04-29,19,114.65777777777778,1003.3777777777781,155
qic8,PainDrugs,2021-04-21,2021-04-29,18,13943.746111111112,1000.0005555555371,26627
syavuz,UWMadison_Kaplan,2021-04-24,2021-04-25,20,511.7630555555556,1000.0030555555549,1483
anushd,EvolSims,2021-04-25,2021-04-30,23,18.443055555555556,1043.499722222222,22
mzeng,UCSD_YZYou,2021-04-26,2021-04-30,22,279.4433333333333,1008.8213888888887,17
bastodian,Guam_Bentlage,2021-04-30,2021-04-30,26,24057.56027777778,1000.0052777778144,134460
ghutchis,chemml,2021-05-11,2021-05-11,37,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,40,441.2758333333333,1000.8725000000005,944
