Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
anushd,EvolSims,2024-11-08,2024-11-08,18,909.0916666666667,11.933333333333334,5.387741999209799,1.8189766043085998,7.783333333333333,1000.2663888888893,10124
yuw079,UCSD_Xu,2024-11-17,2024-11-18,18,12.88888888888889,4.25,1.5977961432506889,0.2366076302377588,1.65,1001.1877777777773,484
tuos,Vanderbilt_Paquet,2024-11-13,2024-11-13,16,42.58888888888889,6.75,3.848393574297189,0.662107282100441,3.8666666666666667,1000.0897222222225,664
zihangw,EvolSims,2024-11-12,2024-11-12,19,2235.0202777777777,8387.716666666667,31.07071748532592,220.69346373650035,36.73833333333334,1000.209166666667,4316
larsonma,futurecolliders,2024-11-08,2024-11-22,22,5117.0008333333335,135.48333333333332,16.18109254769685,17.607484204260963,39.108333333333334,1000.6319444444591,18974
ycwangzeno,UCBerkeley_Garratt,2024-11-18,2024-11-18,15,1.5108333333333333,1.6166666666666667,1.5364406779661017,0.04248896366409649,1.6,1006.3019444444446,59
jackson_g,WSU_3DHydro,2024-11-09,2024-11-09,15,28.305833333333332,5.333333333333333,2.365389972144847,1.0495046884160706,3.7333333333333334,1001.6783333333337,718
askhat,Kennesaw_RC,2024-10-31,2024-11-17,20,7.904444444444445,109.41666666666667,3.7640211640211643,9.611801406534552,4.705,1397.5797222222227,126
jakea,UCSD_Gilson,2024-11-09,2024-11-10,19,27689.01,289.73333333333335,157.63740392826642,80.78150461607129,265.71666666666664,1000.1172222222224,10539
mukisa,ACE_NIAID,2024-11-05,2024-11-18,24,31.598055555555554,572.75,67.71011904761905,136.1081194183148,321.185,1051.32,28
dfernando,CompBinFormMod,2024-11-11,2024-11-14,19,557.2483333333333,1013.5833333333334,61.348440366972476,142.6462920711937,274.37333333333333,1006.6008333333342,545
xyfei,UNC_Xiao,2024-11-25,2024-11-26,17,6.235,25.366666666666667,4.67625,3.7540056196929643,3.9833333333333334,1013.7911111111113,80
jaclynrb1025,PSFmodeling,2024-11-04,2024-11-04,16,8699.658055555556,9968.333333333334,9157.534795321637,419.04034855023474,9806.543333333333,1007.9338888888888,57
dkzhang,Stanford_Iaccarino,2024-10-31,2024-11-02,16,11.035,11.566666666666666,2.8174468085106383,1.854833936754798,3.533333333333333,1001.0344444444461,235
jopacabra,NMSU_Sievert,2024-11-10,2024-11-10,21,101.81722222222223,68.31666666666666,15.867619047619048,14.764921065006957,32.696666666666665,1009.1411111111116,385
dandan,Stanford_Gilula,2024-11-11,2024-11-11,22,85.17361111111111,4.5,1.6432207931404073,0.8574979570504394,2.8,1000.3083333333358,3110
xevra,CompBinFormMod,2024-11-11,2024-11-11,21,1.393888888888889,3.1166666666666667,1.6726666666666667,0.30018437267181625,1.6483333333333334,1016.1025000000003,50
mcphks01,Purdue_Sharma,2024-11-06,2024-11-21,18,29.296944444444446,6.25,1.8740049751243781,0.9679791438276024,3.1333333333333333,1000.9483333333327,938
jiewenh,EvolSims,2024-11-01,2024-11-02,18,3.945,5.516666666666667,1.863779527559055,0.9895710472379926,2.7866666666666666,1011.5327777777785,127
chrrrrriswang,JHUAPL_Clement,2024-11-01,2024-11-02,18,19.795277777777777,10.366666666666667,5.909038142620232,2.9342413108339493,10.013333333333332,2077.611111111111,201
chrrrrriswang,JHUAPL_Clement,2024-11-22,2024-11-22,15,8.891666666666667,90.38333333333334,44.458333333333336,33.446447849321366,89.10833333333333,1060.3888888888887,12
jwterbot2,DemoSims,2024-11-05,2024-11-05,22,3.5908333333333333,12.116666666666667,2.176262626262626,1.2318272908737375,3.3333333333333335,1004.1658333333334,99
shc167,BiomedInfo,2024-11-05,2024-11-06,22,89.99527777777777,12.15,6.256913866357666,3.006884313922091,10.683333333333334,1002.2927777777783,863
hrrahman,NMSU_Sievert,2024-11-07,2024-11-08,24,901.0513888888889,141.96666666666667,80.57091405861897,41.698636041090076,133.88333333333333,1000.3072222222228,671
hrrahman,NMSU_Sievert,2024-11-24,2024-11-25,15,305.55944444444447,47.56666666666667,14.573582405935348,8.510405590485087,24.866666666666667,1005.4666666666668,1258
goodgolden_555,CUAnschutz_JuarezColunga,2024-11-11,2024-11-12,28,131.7525,17.483333333333334,6.278911834789516,5.08376424874736,16.466666666666665,1001.7369444444454,1259
aashish_tripathee,Michigan_Riles,2024-11-11,2024-11-12,28,4.0825,19.633333333333333,2.378155339805825,1.7187087751066537,2.283333333333333,1002.0777777777779,103
pforesman,PortlandState_Venkatachalapa,2024-11-12,2024-11-14,29,10.968055555555555,7.633333333333334,3.374786324786325,1.1827431360250271,4.183333333333334,1001.8930555555555,195
kkacanja,Syracuse_Nitz,2024-11-13,2024-11-15,30,61.31805555555555,20.483333333333334,7.827836879432624,5.152933687533556,15.7,1042.3244444444447,470
znasipak,UMBC_Nasipak,2024-11-16,2024-11-17,33,27.697777777777777,4.216666666666667,2.347269303201507,0.9331659853571171,4.066666666666666,1004.2397222222227,708
