Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
tangyicheng2017,PixleyLab,2025-05-19,2025-05-19,16,122.75972222222222,13.0,6.057223135964913,4.133751157154136,10.538333333333332,1000.8600000000005,1216
ahl,BiomedInfo,2025-05-14,2025-05-14,17,1703.3227777777777,293.55,55.93835066593687,33.791106915878686,98.24666666666667,1000.1963888888909,1827
nishantpanicker,BiomedInfo,2025-05-22,2025-05-23,25,7.5125,90.93333333333334,3.1302083333333335,7.40648799159616,3.591666666666667,1003.8466666666666,144
cau1,SeattleU_CPSC_5520_2025Sprin,2025-05-06,2025-05-20,29,644.1994444444445,16.433333333333334,0.958416193475332,1.1193989676766756,2.5833333333333335,1000.0669444444286,40329
tcotroneo,PSFmodeling,2025-05-14,2025-05-14,16,932.9172222222222,38.1,12.286003804506878,4.757175315217504,16.233333333333334,1000.2977777777787,4556
zackmweinstein,UCBerkeley_Altman,2025-05-27,2025-05-27,16,1418.0244444444445,18383.766666666666,14180.244444444445,6031.058753317112,18464.441666666666,1060.1166666666668,6
akbarovic,WSU_3DHydro,2025-05-13,2025-05-13,23,35.39555555555555,26.783333333333335,4.2305444887118195,3.6640918153548143,7.283333333333333,1000.1066666666673,502
harini_hur6,PSU_Lynch,2025-05-28,2025-05-30,38,575.2061111111111,326.15,203.01392156862747,129.6385597188964,324.2083333333333,1002.2327777777797,170
somak,UCSD_Politis,2025-05-07,2025-05-07,16,49.297777777777775,314.7,2.280544847083012,8.770542082076512,3.5,1000.5944444444442,1297
owenhorecny,WSU_3DHydro,2025-05-05,2025-05-06,16,491884.42027777777,43052.7,42896.89711724806,429.9194810771127,43046.26666666667,1000.1722222222216,688
dollynam47,LSU_Wilson,2025-05-14,2025-05-14,23,3383.3341666666665,58.1,33.99197086403215,13.234407142612286,55.5,1000.1197222222264,5972
ka784,PixleyLab,2025-05-26,2025-05-26,16,3459.661111111111,26.516666666666666,14.148978710835435,6.402358679281985,22.983333333333334,1000.024166666663,14671
ycwangzeno,UCBerkeley_Garratt,2025-05-21,2025-05-21,32,214.1052777777778,9.3,7.058415750915751,0.5030951411771587,7.633333333333334,1000.4269444444433,1820
zihangw,EvolSims,2025-05-13,2025-05-13,15,85.80194444444444,30.733333333333334,18.5852587244284,6.892729832244048,28.39333333333333,1003.5999999999996,277
gpihan,WSU_3DHydro,2025-05-07,2025-05-07,15,51.73222222222222,19.066666666666666,3.8654213366542134,1.6554028687313809,5.266666666666667,1000.9077777777777,803
gpihan,WSU_3DHydro,2025-05-30,2025-05-30,17,127.16027777777778,13.433333333333334,6.352719955592562,3.164316233454879,10.033333333333333,1000.3988888888898,1201
yuw079,UCSD_Xu,2025-05-11,2025-05-15,20,227.57305555555556,19.433333333333334,4.491573464912281,1.6942166859266474,6.833333333333333,1000.3019444444452,3040
nkremerh,Seattle_Herman,2025-05-19,2025-05-19,25,1765.3591666666666,27.383333333333333,5.561646101338934,7.45433681835028,19.733333333333334,1000.0722222222299,19045
anth0ny087,SeattleU_CPSC_5520_2025Sprin,2025-05-06,2025-05-20,27,1017.0191666666667,11.683333333333334,1.3053490063533488,1.576454231402477,3.1333333333333333,1000.0388888888599,46747
rafat,UMontana_Roy,2025-05-05,2025-05-15,15,23.141111111111112,177.63333333333333,19.28425925925926,36.40852374972787,52.76166666666666,1137.930555555555,72
xevra,CompBinFormMod,2025-05-14,2025-05-21,27,2.4033333333333333,7.733333333333333,3.794736842105263,1.5711126547518128,6.551666666666667,1005.955,38
jopacabra,NMSU_Sievert,2025-05-15,2025-05-16,26,74.37722222222222,44.916666666666664,24.51996336996337,13.97299008560274,40.46333333333334,1002.3644444444448,182
yuxuanli,TC_Suk,2025-05-10,2025-05-23,24,131.10166666666666,122.95,2.82851492268968,3.269895041911737,3.7666666666666666,1000.2016666666702,2781
umairahmad9324,NMSU_Sievert,2025-05-18,2025-05-19,25,695.6797222222223,1232.45,198.76563492063494,244.83242852980544,295.81,1000.1311111111112,210
chriscox,SparseNeuro,2025-05-07,2025-05-07,16,617.9519444444444,211.68333333333334,47.59578519469405,51.73439025263408,131.26666666666668,1000.7388888888892,779
ethank,SeattleU_CPSC_5520_2025Sprin,2025-05-12,2025-05-19,28,232.10472222222222,31.2,0.8130237219530231,0.7542466274371512,1.7833333333333334,1000.0850000000205,17129
rdolan42,WayneStateU_Majumder,2025-05-28,2025-05-30,15,13176.583611111111,13283.683333333332,1434.8366908650937,3749.2375068373676,7422.183333333333,1000.7058333333339,551
jredeker,KOTO,2025-05-13,2025-05-16,26,6.469444444444444,3.066666666666667,1.7328869047619049,0.46447520799413894,2.8,1000.062500000001,224
ahoerter,TG-MED220017,2025-05-03,2025-05-03,16,305.61083333333335,12.0,5.044470426409903,0.9873741200954331,6.15,1000.08722222222,3635
avjoshi2,eht,2025-05-04,2025-05-04,17,205.10944444444445,48.38333333333333,6.728576635684345,9.98854918960283,12.466666666666667,1000.4255555555569,1829
ericpham,SeattleU_CPSC_5520_2025Sprin,2025-05-06,2025-05-20,30,331.6744444444444,6.266666666666667,1.110083486733233,0.924117311187351,2.466666666666667,1000.0302777777962,17927
mylesjmorledge,SeattleU_CPSC_5520_2025Sprin,2025-05-06,2025-05-20,29,301.3147222222222,27.416666666666668,0.9508695804624906,1.3439830309178962,2.066666666666667,1000.0502777777823,19013
eswright,BiomedInfo,2025-05-06,2025-05-06,19,54047.465,368.1166666666667,73.37589998868651,95.2736262867811,205.7,1000.4413888889186,44195
zrosenb,CompBinFormMod,2025-05-06,2025-05-06,19,8.895,18.6,13.684615384615386,1.1859890178738246,15.766666666666667,1038.928888888889,39
sfrye,SeattleU_CPSC_5520_2025Sprin,2025-05-06,2025-05-23,31,371.0316666666667,9.6,1.2865919204762182,0.9726734316597958,2.6666666666666665,1000.070277777788,17303
shishirphy,UMontana_Roy,2025-05-06,2025-05-09,19,8.096111111111112,12.616666666666667,2.139941262848752,1.3067719001013771,2.85,1003.9405555555556,227
ryanthomas_1,SeattleU_CPSC_5520_2025Sprin,2025-05-06,2025-05-24,32,301.5075,9.666666666666666,1.088016479220545,0.8908982250977222,2.2,1000.067500000014,16627
tate,futurecolliders,2025-05-07,2025-05-08,20,4148.591944444444,553.9333333333333,134.04174295458625,168.98342020509062,421.4066666666667,1000.7366666666662,1857
roxy,USU_Kaundal,2025-05-08,2025-05-20,29,4215.193888888889,71.33333333333333,10.265520693807417,15.06941769296185,34.416666666666664,1000.0058333333249,24637
h_chishti,SeattleU_CPSC_5520_2025Sprin,2025-05-09,2025-05-21,32,210.97055555555556,32.93333333333333,1.1599224166895752,1.2081297550252397,2.7666666666666666,1000.0636111111191,10913
msahadot97,UMontana_Roy,2025-05-10,2025-05-11,23,2.8880555555555554,6.716666666666667,2.5113526570048306,1.3574398383183632,4.5,1010.1869444444443,69
jkratz,GATech_Banerjee,2025-05-12,2025-05-13,25,1.801388888888889,55.916666666666664,6.755208333333333,13.367874313345686,24.16,1085.5180555555555,16
sgdlab,UMontana_Roy,2025-05-14,2025-05-14,27,4.716666666666667,9.633333333333333,1.9251700680272108,0.9286009495700427,2.3333333333333335,1000.5986111111115,147
cormac,PixleyLab,2025-05-15,2025-05-15,28,868.6541666666667,49.55,21.825481574539364,15.384029554577449,45.335,1000.3527777777762,2388
hrrahman,NMSU_Sievert,2025-05-17,2025-05-18,30,207.54611111111112,174.4,84.14031531531532,53.77966993917044,157.13333333333333,1003.5777777777774,148
zhichenzhao,UCSD_Xu,2025-05-18,2025-05-20,31,8.468055555555555,9.666666666666666,7.258333333333334,1.5498837679135387,7.866666666666666,1002.2699999999996,70
dallas,Yale_DeMartini,2025-05-21,2025-05-23,34,15.455555555555556,10.85,3.020629750271444,2.3373665037654376,7.983333333333333,1002.7758333333338,307
